Gene	SRR3719478	SRR3719504	SRR3719505	SRR3719506	SRR3719510	SRR3719511	SRR3719533	SRR3719534	SRR3719535	SRR3719539	SRR3719541	SRR3719544	SRR3719545	SRR3719562	SRR3719563	SRR3719564	SRR3719565	SRR3719566	SRR3719567	SRR3719568	SRR3719569	SRR3719571	SRR3719572	SRR3719573	SRR3719574	SRR3719625	SRR3719629	SRR3719644	SRR3719645	SRR3719646	SRR3719647	SRR3719653	SRR3719654	SRR3719655	SRR3719656	SRR3719657	SRR3719691	SRR3719692	SRR3719693	SRR3719695	SRR3719696	SRR3719708	SRR3724190	SRR3724307	SRR3724308	SRR3724309	SRR3724310	SRR3724311	SRR3724312	SRR3724315	SRR3724357	SRR3724365	SRR3724366	SRR3724382	SRR3724388	SRR3724456	SRR3724464	SRR3724465	SRR3724466	SRR3724467	SRR3724468	SRR3724469	SRR3724470	SRR3724482	SRR3724508	SRR3724533	SRR3724534	SRR3724641	SRR3724643	SRR3724644	SRR3724645	SRR3724646	SRR3724647	SRR3724648	SRR3725015	SRR3725054	SRR3725353	SRR3725354	SRR3725355	SRR3725726	SRR3725727	SRR3725728	SRR3725729	SRR3725730	SRR3725731
Bin_metabat_SRR3719539.99	0	0	0	8.04001E-05	4.14464E-05	0	0.000251675	0	0.000125932	0.005844969	0	0.000188594	0.000164753	8.04292E-05	0.000203346	0	4.32905E-05	0.006145772	0.000261892	0.000205042	0.000133101	3.99888E-05	0	3.43021E-05	0.009304154	0.000143857	6.71186E-05	0	0	0	0	0.002098839	7.06326E-05	5.22037E-05	0.009168227	6.94887E-05	9.96401E-05	0	0	4.55793E-05	4.52922E-05	6.17626E-05	0.000475182	0	0	0	0	0	0	9.92432E-05	5.13769E-05	0	0	0	0.000120891	0	7.02541E-05	0	0	0	0	0	0	0	0	0	0.000466991	0	0.000266998	0	0	0	0	0	0	0	0	0	0	0	0	0.000132302	0	0	3.36735E-05
Bin_metabat_SRR3724534.13	0.02882539	0.004624287	0.0029732	0.051013678	0.032001798	0.016639786	0.05334287	0.001775075	0.033680337	0.001531545	0.016336024	0.042785216	0.025906934	0.008512423	0.019441195	0.001660206	0.002391463	0.006939118	0.040966992	0.037541918	0.028477004	0.006351769	0.004055616	0.002939679	0.000767801	0.043124867	0.026419822	0.016062538	0.003750865	0.002698113	0.001245298	0.003129048	0.045768451	0.040466958	0.004177833	0.04108855	0.044178154	0.006689985	0.004332972	0.024623061	0.020489389	0.02969589	0	0.024800482	0.040924193	0.005075257	0.00315967	0.03818572	0.026108222	0.038873576	0.044472738	0.025361375	0.017497049	0.002489507	0.051047481	0.012980951	0.033809199	0.030220414	0.031538739	0.007957847	0.004820183	0.032034626	0.027504244	0.002609783	0.004653399	0.003858352	0.01076147	0.008105758	0.046416585	0.004276683	0.003248498	0.004004383	0.057637921	0.014564262	0.015842654	0.062418342	0.022434195	0.006379228	0.008417011	0.012621553	0.005372928	0.063221778	0.007363934	0.005758001	0.006210273
Bin_metabat_SRR3719656.26	0	0	0	0	0	0	0.000145613	0	5.10924E-05	0.001182886	0	4.68942E-05	0	0	5.53571E-05	0	0	0.000815875	0	5.54759E-05	3.98226E-05	0	0	0	0.001340918	4.44916E-05	0	0	0	0	0	0.000720932	3.48441E-05	0	0.003401097	0	5.4939E-05	0	0	5.11522E-05	6.87165E-05	7.10141E-05	0.001099204	0	0	0	0	0	0	0	0	0	0	0	0.000324472	0	6.24019E-05	0	0	0	0	0	0	0	0	0	0.000163586	0	5.28794E-05	0	0	0	0	0	0	0	0	0	0	0	0	6.20454E-05	0	0	0
Bin_maxbin_SRR3719562.011	0.027713456	0.021381395	0.018781148	0.005233936	0.021289209	0.023230535	0.004846896	0.013796862	0.013214812	0.000125301	0.01599861	0.007562152	0.022330959	0.012389081	0.013017769	0.029175897	0.006008121	0.000125822	0.008860543	0.011998252	0.014740395	0.011204665	0.004549769	0.005429554	0.000232282	0.012570283	0.018088348	0.015631079	0.009361325	0.005738812	0.004716516	3.42869E-05	0.007499469	0.012916637	0	0.013227469	0.010422385	0.008756623	0.003969127	0.00800098	0.00907214	0.005963667	0	0.003225919	0.001497196	0.001419566	0.007807462	0.002987477	0.007968692	0.001306548	0.005025766	0.00989253	0.00160392	0.001279027	0	0.01652914	0.018008961	0.006726979	0.011760294	0.000621756	0.003955976	0.002153236	0.002972147	0.01357384	0.008837933	0.000325909	0	0.005236759	0.003708897	0.001698077	0.004659647	0.000665913	0.003450537	0.010041696	0.010145432	0.003142149	0.013507812	0.008670543	0.00945111	0.008377373	0.001976451	0.001304975	0.003115959	0.0003661	0.001268993
Bin_maxbin_SRR3724534.003	0.019538349	0.0026848	0.001570774	0.04314069	0.024010909	0.013582288	0.054455588	0.001370436	0.033975662	0.00454294	0.014501796	0.034879861	0.020860948	0.007260493	0.021856204	0.000856378	0.002006726	0.010820971	0.031593464	0.028812025	0.021248155	0.004060281	0.002533651	0.001816539	0.001108808	0.028234283	0.016811776	0.008547529	0.002225141	0.001268553	0.000730668	0.007053724	0.039352984	0.030690229	0.011560557	0.030091921	0.024739557	0.003688628	0.002604878	0.014710776	0.012259736	0.01916563	0.001293617	0.011523768	0.045719804	0.001616866	0.001032932	0.025086551	0.015014881	0.036119834	0.035270924	0.018150465	0.012555254	0.001280239	0.047621672	0.006356008	0.020391887	0.014865489	0.016067376	0.004572317	0.00292193	0.027792974	0.012631226	0.001051896	0.001996252	0.002160123	0.040199337	0.009142558	0.053710017	0.00328566	0.002690472	0.003184883	0.026872931	0.006592976	0.007379269	0.025278607	0.007815734	0.00303824	0.004036582	0.005578239	0.002968745	0.049325908	0.003792795	0.009615619	0.005340553
Bin_metabat_SRR3724308.80	0.008146555	0.001040186	0.000221273	0.010801136	0.00927086	0.003984625	0.009716492	0.000191564	0.007429323	0	0.003205946	0.00065236	0.001077986	0.000882438	0.001286234	0.000218362	0	0	0.003975249	0.003516833	0.003708033	0.001056959	0.000402932	0.000548935	7.14368E-05	0.003940716	0.003944115	0.001666774	0.000536813	0.000201395	0.000214526	0	0.009007507	0.008587891	0	0.008118399	0.004245265	0.000665224	0.000248979	0.002685791	0.002382167	0.003105928	0	0.004137887	0.005140935	0	0.000144856	0.002240311	0.007211873	0.002757068	0.001640041	0.002908672	0.00131421	0	0.000668824	0.002024399	0.008522866	0.005583808	0.006449208	0.000224876	0.000181348	0.003397214	0.004275576	0.000753665	0.000527306	0	0	0.000899071	0.000532831	0.000166095	0.000466564	0	0.001746621	0.002889751	0.003468764	0.001598015	0.001775648	0.000822562	0.001292546	0.00191771	0.000476843	0.001578408	0	0.000165203	0.000149768
Bin_metabat_SRR3724308.62	0.000262308	0.000103422	8.23149E-05	0.000460975	8.95257E-05	0	0.00017751	0.00014492	9.48962E-05	0	0	0.000634941	0.000462345	0.000100368	0.000194356	0.000175087	0.000130703	0	0.000286092	0.000164295	0.000106861	5.9004E-05	4.03802E-05	0.000173706	0	0.000254067	7.63436E-05	0	4.11978E-05	7.17222E-05	0.000190622	0	0.000163175	0.000122021	0	0.000150122	0.000158152	4.78044E-05	0.000121862	8.08793E-05	9.28086E-05	0.000104621	0	0	0.002165696	0	0	0.000698852	0.000141416	0.000401202	0.000173136	0	0	0	0	0.000867457	0.000690347	0.000177121	0.000250288	0	5.47275E-05	0.001685518	0	0.000158111	0	0	0	0.000108514	0.000290749	0	7.34202E-05	0	0.000601393	8.46404E-05	0	0.000313845	0	0	0	0	0	0.000979872	0	0	3.96828E-05
Bin_metabat_SRR3719545.51	0.000209975	0	0	0.000561359	0.000231614	0	0.00081322	0	0.000606675	0	0	0.00314245	0.002286035	0.000166894	0.000635585	0	0	0	0.001373402	0.001542386	0.000538333	0	0	0	0	0.000504602	0.00058251	0	0	0	0	0.000236741	0.000750477	0.000362579	8.52102E-05	0.000540993	0.000376309	0	0	5.68913E-05	5.88419E-05	9.24754E-05	0	0.000112761	0.001254615	0	0	0.000545106	0.000644004	0.001746187	0.001371562	0.00054793	0	0	0.00112033	0.000190842	0.000481582	0.000185874	0.00022309	0	0	0.001473156	0	0	0	0	0.000348247	0.000180763	0.001783336	0	0	0	0.000320948	0	0	0.00024816	0	0	0	0	0	0.000783406	0	0	6.31575E-05
Bin_metabat_SRR3724190.19	0	0	0	0	0	0	0.000124187	0	5.14694E-05	0.000541794	0	4.54329E-05	0	0	5.8643E-05	0	0	0.001319877	4.52752E-05	5.03726E-05	3.69626E-05	0	0	0	0.001317072	0	0	0	0	0	0	0.000792384	3.35887E-05	0	0.002732068	0	6.38561E-05	0	0	4.03426E-05	3.88811E-05	6.3985E-05	0.017007571	0	0	0	0	0	9.78051E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000197368	0	8.19268E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin_maxbin_SRR3719647.013	0.008083144	0.011750162	0.01856991	0.001776815	0.008960922	0.013546007	0.001574305	0.016255165	0.005846768	0	0.013510166	0.000773222	0.002058562	0.00487742	0.003044474	0.015126855	0.019246101	0.000113089	0.001535883	0.003476138	0.00577881	0.008184155	0.006875162	0.008493778	9.90845E-05	0.001386932	0.005832344	0.01045948	0.009647466	0.011576505	0.009815856	6.63591E-05	0.003218798	0.006444962	0	0.00439361	0.00430082	0.010380334	0.009227685	0.005174635	0.00558777	0.002927615	0	0.008569881	0.000249837	0.017329297	0.015937006	0.000710809	0.003486638	0.001054072	0.001109586	0.00469887	0.007336502	0.020930162	0	0.015579652	0.00354156	0.006848768	0.006551925	0.009965747	0.009196095	0.002510063	0.008694786	0.021305057	0.022361186	0.019226665	0	0.008472754	0.001414553	0.009942999	0.008292495	0.01006137	0.00553664	0.024156048	0.026023472	0.004875292	0.017016135	0.017694601	0.012095951	0.016752553	0.020262619	0.001757121	0.013576366	0.007819458	0.007193981
Bin_metabat_SRR3724315.34	0.001668053	0.000351361	0.00020725	0.003536783	0.001775438	0.000822358	0.003782253	0.000181123	0.00291318	0.000364732	0.000849513	0.002853553	0.002042751	0.000773247	0.001729419	0.000128838	0.000141134	0.000739646	0.002450552	0.002051833	0.001520998	0.00031097	0.000186206	0.00016377	0	0.00206882	0.001382505	0.000426615	0.000165151	0.000118648	0.000104311	0.00042134	0.00268316	0.001940618	0.000602846	0.002334624	0.001779719	0.000225738	0.000172492	0.001239986	0.001026315	0.001887183	0	0.001324978	0.005772714	0	0.000209387	0.003594829	0.00199547	0.004190622	0.002996947	0.001906218	0.000971534	0	0.004273122	0.001017957	0.00250322	0.001708226	0.001855657	0.000276281	0.000214373	0.002644317	0.001355018	0.000409274	0.00024444	0	0.000572366	0.000454943	0.0019619	0.000184888	0.000220722	0	0.002615756	0.000856995	0.000906864	0.002850948	0.001051091	0.000310583	0.000404161	0.000741988	0	0.003044957	0.000280469	0.000568385	0.000292485
Bin_metabat_SRR3719566.66	0	0	0	0.000147916	7.71047E-05	5.91708E-05	0.000247502	0	0.000113549	0.001233421	5.44406E-05	0.000304875	0.000192236	5.34633E-05	0.000163228	0	0	0.003828258	0.000271781	0.000207063	0.00010817	0	0	0	0	0.000207497	0.000105146	0	0	0	0	0.001331625	0.000159038	0.000110607	0.000464031	0.000115538	0.000139868	0	0	8.73066E-05	7.94872E-05	0.000118918	0.001463428	0	0.000261347	0	0	0	0.00016238	0.000377462	0.000178425	0.000137072	0	0	0.001094258	0	0.000170048	0	8.49395E-05	0	0	0.0002524	0	0	0	0	0.000906809	7.08165E-05	0.000444135	0	0	0	0.000328718	0	0	0.000162155	0	0	0	0	0	0.000277516	0	0	4.67692E-05
Bin_metabat_SRR3719539.61	0.00014939	0.000136438	0.000295688	0.000306805	0.000152166	7.37539E-05	0.000506697	0.00016457	0.000375774	0.002936468	7.52127E-05	0.000343637	0.000279013	9.68412E-05	0.000267273	0	0.000126777	0.004516223	0.000377847	0.000280328	0.000162342	4.31261E-05	4.59505E-05	3.93417E-05	0.002363472	0.00026768	0.000137503	3.12761E-05	0	4.61972E-05	5.83173E-05	0.000767597	0.000223609	0.000202318	0.003566224	0.000232717	0.000202329	4.43932E-05	5.52472E-05	9.72318E-05	8.70562E-05	0.000136925	0.003860058	0	0.000563108	0	0.00015874	0.000409514	0.000363137	0.000269015	0.00019533	0.000150943	0	0	0.000399688	9.99526E-05	0.000127069	0	7.59702E-05	0	5.37656E-05	0.000283844	0	0	0	0.00013245	0.000852242	0	0.000314646	0.000137083	5.67719E-05	0.000233165	7.86672E-05	0	0	0	0	0	0	0	0	0.00022965	0	0	7.12354E-05
Bin_maxbin_SRR3719564.015	0.000467828	0.003731533	0.00667882	0.000367184	0.000564123	0.000642568	0.000300256	0.005411609	0.000718304	0	0.000570379	0.000283632	0.000659875	0.001920116	0.001222282	0.006789041	0.017661575	7.48996E-05	0.000281191	0.000567608	0.000723665	0.000814187	0.003785924	0.001813388	0	0.000516691	0.000915052	0.000679514	0.007833228	0.010769425	0.010456701	6.18935E-05	0.000402027	0.000517647	0	0.000473961	0.000902283	0.005700931	0.00798262	0.001896217	0.002700435	0.001149741	0	0.001250584	0	0.011970452	0.009965551	0.000355506	0.000595042	0.000464973	0.000698646	0.001111829	0.001643627	0.020540875	0	0.001985082	0.000564442	0.000876642	0.000712548	0.004239459	0.003455102	0.000561098	0.001128346	0.009959434	0.014971809	0.020686645	0	0.004368341	0.001086327	0.01280704	0.006670164	0.0211517	0.000617588	0.000961743	0.002993856	0.000618848	0.00116592	0.010244974	0.004467674	0.002613695	0.008778541	0.000355819	0.009217435	0.00209534	0.004734272
Bin_metabat_SRR3724467.4	0.000125901	0.003043876	0.004515455	5.03171E-05	0.000146486	0.001208021	0	0.004425066	0.000191742	0	0.002022972	0	0	0	0	0	5.48962E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8887E-05	0	0.000105382	0.000139026	0	7.88239E-05	0	0	7.39868E-05	0	0	0	0	0.000307127	0	0.000166422	0.00010684	0	0	0	0	0	0	0.001262462	0	0	0.000173677	0.000292907	0.00030216	0.008582068	0.005382073	0	0.00042046	0.00017082	0.000668067	0.000413571	0	7.78449E-05	0	0.000665002	0.000361886	0.000259466	0	8.88358E-05	0.000360762	0	0	0.000622046	0.000573154	0.000270092	0.00052354	0	0.000626879	8.04562E-05	0.000192905
Bin_metabat_SRR3724190.1	0	0	0	0	0	0	0	0	0	0.000566715	0	0	0	0	0	0	0	0.000164203	0	0	0	0	0	0	0	0	0	0	0	0	0	5.86387E-05	0	0	0	0	0	0	0	0	0	0	0.003564215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin_metabat_SRR3724315.39	0.001623332	0.000457648	0.000163033	0.001830781	0.000461362	0.000179592	0.002053872	9.94088E-05	0.001008918	0.000141496	0.000145679	0.007922428	0.00305094	0.000216089	0.000864503	0.000224805	0.00012593	0.000245342	0.005773414	0.003074493	0.000931705	0.000200826	0.000192956	0.000183547	0.000179155	0.006877686	0.001476339	0.000198107	0.000154466	0.000201388	0.00018392	0.000100956	0.001389119	0.000628433	0.000389714	0.000969179	0.002971007	0.000155919	0.000149106	0.000498992	0.000458011	0.000725277	0	0.000570692	0.00900816	0	0.000121658	0.008095531	0.004491239	0.00494637	0.003890487	0.001554296	0.000294603	0	0.000461578	0.001569198	0.001779827	0.000685165	0.000944848	0	6.29033E-05	0.003245211	0.00048079	0.000356814	7.89688E-05	0	0.000211721	0.000271917	0.001515102	0.000125783	0.000152009	0	0.002533964	0.000567377	0.000414518	0.003016496	0.000624674	7.01296E-05	0	0.000142742	0	0.00306096	0	0.00027286	0.000309502
Bin_metabat_SRR3724647.35	8.42268E-05	0	0	0.000244873	0.000144227	9.89433E-05	0.000299524	0	0.00019045	0	7.86205E-05	0	0	0	0	0	0	0	0.000254144	0.000256631	0.000376749	0.000122409	0	5.74353E-05	0	0.000571934	0.000468452	3.65806E-05	0	0	0	5.5455E-05	0.000174522	0.000156301	0	0.000140223	0.001555215	0	0	4.3393E-05	7.29954E-05	4.6842E-05	0	0	0.000500662	0	0	5.64016E-05	0.000707493	0	0	0	0	0	0.000809043	0.000206349	0.000413826	0.000165737	0.000197511	0	0	9.8476E-05	0	0	0	0	0	0	0	0	0	0	0.002487506	0.000342387	0.00049352	0.000622636	0.00056509	0	0	0	0	0.000220793	0	0	5.88853E-05
Bin_metabat_SRR3724646.9	0	0	0	0	0	0	0	0	0	0	0	0	0	8.22635E-05	6.24335E-05	9.04293E-05	0.000289763	0	0	0	0	5.28303E-05	8.02773E-05	7.78885E-05	0	0	0	6.20562E-05	8.57101E-05	9.04657E-05	0.000119622	0	0	0	0	0	0	9.38108E-05	0.00011726	0.00010661	0.000109863	0.000104053	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000163494	0	0	0	0	0	0	0	0.000371516	0.001279222	0.004867514	0	0.000558029	0.000201498	0.002556736	0.000930015	0.005737748	0	0.000128234	0.000235352	0	0	0.000764467	0.0001199	0.000273879	0.000761541	0	0.000375736	0.000283018	0.000661748
Bin_metabat_SRR3725728.26	0.001387405	0.000111066	0	0.003155691	0.001596261	0.000546958	0.003853567	7.63737E-05	0.002237969	0.002592817	0.000590599	0.006305841	0.005611068	0.001304315	0.003083748	0.000776782	0.000168528	0.006172031	0.004675885	0.003957481	0.002223239	0.000683921	0.00038229	0.000617851	0.00026703	0.004425344	0.002678747	0.000511714	0.000292461	0.000367491	0.000494019	0.002472891	0.002787715	0.002003856	0.005572546	0.001992719	0.003230058	0.000283198	0.00021921	0.001518137	0.001418487	0.00210279	0.00337227	0.000798575	0.006694751	0	0	0.00601857	0.003426015	0.003198543	0.003547528	0.002005204	0.000560563	0	0.00388859	0.001644242	0.003452805	0.001487673	0.00189445	0	7.66247E-05	0.004007721	0.000781811	0.000106079	0	0	0.006569503	0.000465159	0.003403694	0.000125087	0.000232968	0	0.002994655	0.000336382	0.000250994	0.00142356	0.000257775	0	0	0	0	0.00496425	0	0.000590792	0.000425093
Bin_maxbin_SRR3719646.026	0.000795979	0.002455243	0.001819651	0.000228889	0.000497309	0.001085786	0	0.00179183	0.000562095	0	0.001243131	0.000243492	0.000455767	0.000918907	0.000660216	0.002748557	0.002030509	0	0.000261065	0.000421222	0.000697236	0.000858995	0.001044388	0.001083123	0	0.000297271	0.000584108	0.00073192	0.001917697	0.001733868	0.001702276	0	0.000316379	0.000430507	0	0.00034158	0.000507277	0.001693918	0.001492554	0.000967311	0.001156853	0.00094883	0	0.000905554	0	0.001429881	0.00168046	0	0.000310758	0	0.000292369	0.000651473	0.000770933	0.001333413	0	0.001084189	0.000500768	0.000791788	0.000771849	0.001375307	0.001615844	0	0.000916234	0.001558649	0.00218645	0.002841855	0	0.001607434	0.000354349	0.002342676	0.001819469	0.002133823	0.000463207	0.001492309	0.001794404	0.000398307	0.001007438	0.002446585	0.003011333	0.001443493	0.001861259	0.000167243	0.002213141	0.001394902	0.00132215
Bin_metabat_SRR3724648.4	0.000147218	0	0	0	5.76877E-05	0.000106096	0	0	6.85596E-05	0	4.77431E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.04734E-05	0	0	0	0	0	0	0	0	0	0.000137629	0	0	0	0	0	0	0	0	0	0	0	0.000138241	0.000278544	0.000140614	0.00016299	0	0	0	0.000182564	0	0	0	0	0	0	0	0	0	0.000288776	0.002087534	0.002795765	9.90133E-05	0.000833261	6.08713E-05	0.000108762	0.001091209	0	0	0	0	0
Bin_maxbin_SRR3719511.006	0.01310364	0.034451098	0.030174736	0.005768476	0.024304296	0.03248075	0.003566558	0.028000848	0.00888033	0	0.03500836	0.001432889	0.003637365	0.009880183	0.006864816	0.013198568	0.006651319	0.000253188	0.001817079	0.00375055	0.006736387	0.013503784	0.01205523	0.011590148	0.000145494	0.00216109	0.005636882	0.010745932	0.017718431	0.013012478	0.012845463	0.000396998	0.010748678	0.019251395	0	0.013791619	0.004505833	0.016322317	0.014099124	0.008421314	0.009410725	0.006841257	0	0.025162397	0.001555698	0.038243284	0.030379824	0.003380333	0.013319642	0.003065844	0.006528015	0.023015823	0.033304667	0.028382471	0.000470399	0.014970937	0.009797998	0.018766717	0.017472235	0.027551374	0.022325389	0.002877106	0.025062305	0.024401986	0.020863111	0.02202654	0	0.02051401	0.003974489	0.022920156	0.019771288	0.017495641	0.00415566	0.013359249	0.014610741	0.003319341	0.010277374	0.017198225	0.012956	0.016338982	0.017768527	0.002098293	0.013151413	0.024966321	0.008419667
Bin_metabat_SRR3719574.42	0	0	0	0	0	0	9.06577E-05	0	4.70109E-05	0.000706521	0	0	0	0	0	0	0	0.00302139	0	0	0	0	7.65351E-05	0.00013426	0.076032841	0.000169777	5.80601E-05	4.16448E-05	0	0	0	0.001110707	0	0	0.015395188	0	4.16242E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000362219	0	5.27772E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin_metabat_SRR3724357.50	0.001610574	0.001058638	0	0.001852575	0.00122342	0.000935921	0.000685829	0	0.000633902	0.000105656	0.001016539	0.001259858	0.001159794	0.000969167	0.001167348	0.000643361	0	0.000163934	0.000744437	0.000694943	0.000756098	0.000948676	0.000755991	0.000761367	0	0.000693173	0.000720752	0.000838214	0.000916594	0.000677062	0.000638533	0.000619526	0.001300817	0.001264053	7.24276E-05	0.001238742	0.000705264	0.000908999	0.000748186	0.000618608	0.000630866	0.000578912	0	0.002959198	0.000966266	0	0	0.001685752	0.001643678	0.004246594	0.005847126	0.00361405	0.002403092	0	0.00159724	0.004126131	0.005623701	0.003681547	0.004096837	0	0.00104506	0.006299302	0.00305723	0.001700838	0	0	0.000705054	0.001644264	0.001052259	0.00137434	0.001405	0	0.000748175	0.001052994	0.000887327	0.000381267	0.000715558	0	0	0	0	0.001894807	0	0.002061243	0.000697117
Bin_metabat_SRR3724468.2	5.78364E-05	0.001327869	0.002017429	0	0.000130186	0.000294645	0	0.001565272	0	0	0.00055541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.13878E-05	0	5.79556E-05	0.000111922	0	6.71946E-05	0	0	0	0	0	0	0	0.000281455	0	0.001273382	0.000878027	0	0	0	0	0.000108666	0.000253446	0.001058837	0	0.000213826	0.000114144	0.000281449	0.0002401	0.001790516	0.001222001	0	0.000334909	0.000542072	0.001285283	0.005603544	0	0.000740824	6.90394E-05	0.003608554	0.00137744	0.007188179	0	0.00016829	0.000384286	0	0.000216264	0.000830063	0.000278983	0.000453247	0.000858256	0	0.000528727	9.26781E-05	0.000189922
Bin_metabat_SRR3719629.73	0.000152698	0.000165497	0.000247971	0.000113605	0.000232203	0.000156665	0.000114897	0.000182446	0.000117556	0	7.89378E-05	0.000619564	0.001070154	0.000553169	0.000830925	0.000220876	0.000131651	0	0.000824432	0.000970993	0.000898145	0.000262281	0.000127609	6.98581E-05	0	0.000862907	0.001135104	0.000567251	0.000175999	0.000137647	0.000126194	0	0.000217547	0.000237797	0	0.00026242	0.000768667	0.000201764	0.000107358	0.000520906	0.000438892	0.000483894	0	0.000172875	0	0.0004292	0.000409043	0.000114675	0.000265934	0.000103787	0.000144437	0.000218336	0.000224958	0.00019815	0	0.000251248	0.000145834	0.00015358	0.000168217	0	7.04425E-05	0.000171923	0.000165426	0.000193816	0.00018581	0.000235968	0	0.000101916	0.000404467	0.000122118	7.06069E-05	0	0.000133984	0.000153181	0.000143761	0.000298047	0.00035323	0.000130708	7.58433E-05	0.000155957	0.000179697	9.24284E-05	0.000150592	0	5.16231E-05
Bin_metabat_SRR3719534.81	0.00012233	0.001933494	0.002546071	8.57298E-05	0.000389665	0.000906986	0	0.002444327	0.00015663	0	0.001703277	0	0	0.000239553	0.000167541	0.000233117	0.000557422	0	0	5.94667E-05	0.000184721	0.000173525	0.000304334	0.000294843	0	0	0.000119572	0.000255642	0.000607729	0.000431605	0.000767087	0	0.000173131	0.000301521	0	0.000170832	0.000108652	0.00057082	0.000913452	0.000309756	0.00042033	0.00022517	0	0.000551372	0	0.001069427	0.000717789	0	0	0	4.64106E-05	0.000268619	0.000711938	0.00224388	0	0	0.000265063	0.000582961	0.000505253	0.003046376	0.001976384	0	0.000676931	0.000146228	0.000352965	0.000469788	0	0.000183658	0	0.000462986	0.000275108	0.000548796	0	0	0.000172297	0	0	0.000316404	0.000266945	0.000238256	0.000414722	0	0.000499108	0.000422586	0.000455073
Bin_metabat_SRR3719653.80	0	0	0	5.41602E-05	0	0	0.000162859	0	6.49428E-05	0.004945111	0	9.22855E-05	7.33045E-05	5.46329E-05	0.000152883	0	0	0.003382756	7.19362E-05	5.4604E-05	3.99219E-05	0	0	0	0.002037182	0	0	0	0	0	0	0.001205739	5.86295E-05	3.41784E-05	0.001920978	4.01001E-05	0	0	0	0	0	4.02513E-05	0.002831274	0	7.55849E-05	0	0	0	7.16421E-05	0.00010896	4.76681E-05	0	0	0	0.000138981	0	0	0	0	0	0	0	0	0	0	0	0.000892746	0	0.000175397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin_metabat_SRR3725355.18	0	6.37514E-05	0.000116859	0	0	0	0	8.53148E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000485226	0.000364012	0	0	0	0	0	0	0.000123364	0	0	0	0	0	0	0	0	0	6.00805E-05	0.000772378	0	0	0	0	0	0	0	0	0.000273123	0.000697934	7.66922E-05	0.0002421	0.001530646	0.002641402	0.000623365	0.002377327	0	0.002785437	7.27753E-05	0.000267125
Bin_metabat_SRR3719534.97	4.2895E-05	0.001354319	0.004949286	0	5.38286E-05	0.000113674	0	0.003464521	8.99369E-05	0	7.85781E-05	0	0	0	0	6.68822E-05	0.000241942	0	0	0	0	0	0	0	0	0	0	0	0	3.82001E-05	3.33275E-05	0	3.48397E-05	5.7224E-05	0	5.35559E-05	0	0	0	0	0	0	0	0	0	0.004103741	0.004748406	0	0	0	0	0	0.000159543	0.002172371	0	0	0	0	0	0.000379469	0.000451651	0	0	0.000205293	0.000740089	0.002369022	0	8.50807E-05	0	0.000372542	0.000144463	0.000838554	0	0	0	0	0	0.000407427	0	0	0	0	0	0	9.86684E-05
Bin_metabat_SRR3719656.67	0.005183945	0.002007695	0.001827374	0.004859789	0.004811383	0.003480842	0.004595993	0.001639186	0.004490971	0.000222588	0.002686949	0.004289565	0.003583416	0.002162454	0.003908397	0.001029879	0.000896913	0.002683756	0.004166822	0.003397613	0.002958388	0.00157212	0.001207922	0.001116462	7.06119E-05	0.003427251	0.003060919	0.001690065	0.001318611	0.000764942	0.000677684	0.001343533	0.003712982	0.004216933	0.002320687	0.00406487	0.002647314	0.001427797	0.00128444	0.003540295	0.00343788	0.004344183	0.00122836	0.002584874	0.007315869	0.001950563	0.001918487	0.004518061	0.003917349	0.003739165	0.003104556	0.002905329	0.002334849	0.001527322	0.002799692	0.003293389	0.003554255	0.002438741	0.002769623	0.001125935	0.001150892	0.006110649	0.002306792	0.002374841	0.001393608	0.000195163	0.001407215	0.001718491	0.003412007	0.00051959	0.000970738	0.000372513	0.00280859	0.003685049	0.003588714	0.00323854	0.003215263	0.001988865	0.00290693	0.005035889	0.002520373	0.004470347	0.002437138	0.001936167	0.000813705
